"","arm_length_in_inches","bench_press_in_reps","broad_jump_in_inches","fourty_time_in_seconds","height_in_inches","left_hand_size_in_inches","player_id","position","projected_position","right_hand_size_in_inches","ten_time_in_seconds","three_cone_in_seconds","twenty_shuttle_in_seconds","twenty_time_in_seconds","vertical_jump_in_inches","weight_in_pounds","wingspan_in_inches","year"
"231",32,31,98,5.21,73.25,NA,6472,"DL","DI",9.5,1.84,NA,4.78,3.02,28.5,319,NA,2011
"232",33.25,24,97,5.42,74.375,NA,8718,"DL","DI",10,1.89,8.29,4.94,3.13,25.5,331,NA,2014
"233",NA,NA,NA,NA,75.125,NA,3031,"TE","TE",NA,1.64,NA,NA,2.73,NA,252,NA,2006
"234",NA,NA,96,5.38,76,NA,3743,"DL","DI",NA,NA,NA,NA,NA,26.5,290,NA,2007
"235",33.875,26,96,5.37,74.75,NA,48732,"DL","DI",9.375,NA,NA,NA,NA,NA,301,NA,2018
"236",NA,NA,NA,4.79,74.625,NA,3038,"TE","TE",NA,NA,NA,NA,NA,NA,255,NA,2006
"237",NA,21,105,4.78,75.625,NA,3546,"TE","TE",NA,1.69,7.29,4.21,2.83,29,261,NA,2006
"238",31,NA,122,4.67,73.875,NA,45326,"DB","S",9,NA,NA,4.27,NA,35.5,203,76.125,2020
"239",33.375,16,110,4.74,78,NA,4771,"TE","TE",10.5,1.59,7.08,4.43,2.73,27,233,NA,2008
"240",34,24,93,4.9,75.125,NA,326,"DL","DI",9.625,1.68,8.36,4.72,2.89,26.5,288,NA,1997
"241",33.25,27,93,5.25,73.75,NA,6351,"DL","DI",9.625,1.9,8.17,5.06,3.09,25,335,NA,2011
"242",32.5,NA,107,4.89,77.125,NA,5108,"TE","TE",10.125,1.8,7.65,4.55,2.92,26.5,251,NA,2009
"243",36,NA,NA,5,73.75,NA,4985,"DL","DI",11,1.75,NA,NA,2.92,33,306,NA,2009
"244",32.75,28,NA,4.96,76.125,NA,6385,"DL","DI",10.75,1.84,7.6,4.43,2.97,29,305,NA,2011
"245",33,23,115,4.59,76.25,NA,5595,"TE","TE",9.75,1.65,7.32,4.59,2.74,34,249,NA,2010
"246",34,NA,NA,5.39,75.125,NA,293,"DL","DI",10.25,1.87,NA,NA,3.14,27.5,317,NA,1997
"247",35,NA,120,4.53,78.25,NA,5619,"TE","TE",10.625,1.58,6.9,4.45,2.66,38.5,260,NA,2010
"248",32.375,24,NA,5.02,75.875,NA,56734,"DL","DI",10.25,NA,NA,4.73,NA,27.5,302,79,2020
"249",32.875,NA,NA,5.26,73,NA,44035,"DL","DI",9.75,NA,8.21,5.27,NA,26.5,316,80.875,2020
"250",NA,34,NA,5.1,74.5,NA,3751,"DL","DI",NA,1.79,NA,NA,2.97,26,313,NA,2007
"251",32.875,23,NA,NA,73.375,NA,57037,"DL","DI",10.5,NA,NA,4.93,NA,25.5,318,78.25,2020
"252",NA,NA,NA,4.64,74.375,NA,5637,"TE","TE",NA,NA,NA,NA,NA,NA,245,NA,2010
"253",32.25,27,113,4.68,76.5,NA,5638,"TE","TE",10,1.64,6.72,4.17,2.76,34,245,NA,2010
"254",32,20,112,4.71,75.125,NA,5642,"TE","TE",9.5,1.71,7.09,4.35,2.82,34.5,243,NA,2010
"255",33,27,115,4.68,76.75,NA,6256,"TE","TE",9.75,1.69,7.03,4.4,2.79,33,258,NA,2011
"256",33,26,NA,5.31,75.375,NA,4466,"DL","DI",10,1.81,NA,NA,3.04,NA,303,NA,2008
"257",34.375,25,108,4.94,77.75,NA,6311,"TE","TE",9.75,1.76,7.13,4.28,2.91,29,266,NA,2011
"258",NA,27,NA,5.23,74.75,NA,3737,"DL","DI",NA,NA,NA,NA,NA,NA,314,NA,2007
"259",34,30,NA,5.21,75.625,NA,7863,"DL","DI",9.5,NA,NA,NA,NA,NA,346,NA,2013
"260",33.25,14,108,4.9,74.25,NA,6493,"TE","TE",10.5,1.77,7.31,4.59,2.94,28,248,NA,2011
"261",31.625,24,111,4.76,77,NA,7816,"TE","TE",9.625,1.68,7.08,4.47,2.77,30.5,249,NA,2013
"262",NA,NA,NA,5.17,75.625,NA,387,"DL","DI",NA,NA,NA,NA,NA,NA,285,NA,1998
"263",34.25,21,NA,5.15,77.375,NA,44614,"DL","DI",10.625,NA,NA,NA,NA,NA,330,78.875,2020
"264",33.875,NA,116,4.94,74.625,NA,8037,"TE","TE",10,1.7,7.12,4.45,2.83,31.5,258,NA,2013
"265",33.25,NA,NA,NA,77.125,NA,8089,"TE","TE",10.25,1.68,NA,NA,2.84,NA,254,NA,2013
"266",NA,26,NA,5.11,74,NA,3803,"DL","DI",NA,NA,NA,NA,NA,NA,307,NA,2007
"267",32.25,18,116,4.65,75.375,NA,8353,"TE","TE",9.375,1.64,7.12,4.27,2.71,34.5,252,NA,2013
"268",33.625,17,NA,4.82,79.375,NA,8478,"TE","TE",10.875,NA,NA,NA,NA,NA,259,NA,2013
"269",NA,27,NA,5.08,76.125,NA,1270,"DL","DI",NA,1.8,NA,NA,2.95,NA,286,NA,2002
"270",33.75,NA,120,4.89,77.875,NA,8734,"TE","TE",10.375,1.69,7.42,4.44,2.89,33.5,260,NA,2014
"271",NA,36,NA,5.08,73.25,NA,1742,"DL","DI",NA,NA,NA,NA,NA,NA,323,NA,2004
"272",NA,22,NA,5.08,75,NA,1160,"DL","DI",NA,NA,NA,NA,NA,NA,279,NA,2002
"273",31.625,NA,NA,5.08,74.875,NA,7825,"DL","DI",9.625,NA,NA,NA,NA,NA,299,NA,2013
"274",33.625,NA,113,NA,76.25,NA,9092,"TE","TE",10.25,NA,NA,NA,NA,26.5,257,NA,2014
"275",34.125,22,NA,5.07,74,NA,44515,"DL","DI",11,NA,8.03,NA,NA,NA,308,80.375,2020
"276",NA,NA,NA,NA,68.5,NA,3333,"RB","HB",NA,1.5,NA,NA,2.57,NA,208,NA,2006
"277",33.5,17,117,4.78,75.875,NA,9488,"TE","TE",10.375,1.77,7.3,4.37,2.88,34.5,249,NA,2015
"278",33,21,NA,5.04,75.375,NA,48741,"DL","DI",10,NA,NA,NA,NA,NA,303,80.5,2020
"279",31.125,18,NA,4.64,70.625,NA,49751,"DB","S",9.25,NA,NA,NA,NA,34.5,220,74.875,2020
"280",NA,NA,NA,5.01,75.25,NA,1795,"DL","DI",NA,NA,NA,NA,NA,NA,307,NA,2004
"281",NA,32,97,5.49,75.875,NA,1046,"OL","G",NA,1.82,8.12,4.81,3.14,28.5,349,NA,2002
"282",32,21,124,4.43,71,NA,27375,"LB","LB",9.625,NA,6.93,4.23,NA,40.5,234,NA,2019
"283",31.25,NA,NA,NA,74.75,NA,51337,"LB","LB",8.75,NA,NA,NA,NA,NA,241,75.625,2020
"284",32.875,49,NA,4.98,73.25,NA,6205,"DL","DI",10,NA,NA,NA,NA,NA,303,NA,2011
"285",32.125,22,118,4.42,72,NA,43089,"LB","LB",9.75,NA,7.07,4.17,NA,39.5,237,NA,2019
"286",33.5,27,NA,4.98,74.625,NA,43069,"DL","DI",10.125,NA,NA,NA,NA,NA,309,80.25,2020
"287",32.75,NA,110,4.82,76,NA,10635,"QB","QB",9,1.66,7.17,4.47,2.71,27,215,NA,2016
"288",32.5,NA,120,4.81,77.125,NA,39395,"QB","QB",9.75,NA,7,4.41,NA,33.5,221,NA,2019
"289",32.25,NA,107,5.11,75.875,NA,28149,"OL","G",9.5,1.83,8.13,4.9,NA,25.5,310,77,2020
"290",34,19,104,5.21,75.75,NA,39805,"OL","G",9.75,NA,8.27,4.87,NA,28.5,329,NA,2019
"291",NA,18,97,5.26,74.875,NA,1885,"OL","C",NA,1.82,7.71,4.47,3.04,27,290,NA,2004
"292",29.75,15,121,4.31,68.75,NA,47448,"WO","WR",8.375,NA,6.95,4.15,NA,36.5,188,NA,2019
"293",32.5,NA,112,4.69,75.75,NA,39517,"QB","QB",9,NA,7.03,4.12,NA,31,228,NA,2019
"294",32.375,27,NA,NA,70,NA,27976,"RB","HB",9.25,NA,NA,NA,NA,NA,212,NA,2019
"295",NA,28,100,5.16,77.375,NA,658,"OL","G",NA,1.83,7.82,4.48,3.03,31,297,NA,2000
"296",32.5,28,107,5.04,75.25,NA,50293,"DL","DI",9.75,NA,NA,4.55,NA,29.5,315,NA,2019
"297",34.75,36,NA,5.05,76.5,NA,25991,"DL","DI",10.5,NA,NA,NA,NA,NA,342,NA,2019
"298",NA,32,NA,4.97,76.875,NA,1140,"DL","DI",NA,NA,NA,NA,NA,NA,284,NA,2002
"299",NA,24,NA,4.96,74.5,NA,3782,"DL","DI",NA,NA,NA,NA,NA,NA,288,NA,2007
"300",NA,NA,NA,4.94,74,NA,519,"DL","DI",NA,1.75,NA,NA,2.76,NA,262,NA,1999
"301",31.75,34,104,4.92,74.875,NA,46013,"OL","C",10.5,NA,7.41,4.53,NA,31,306,NA,2019
"302",NA,NA,NA,4.88,76,NA,696,"DL","DI",NA,NA,NA,NA,NA,NA,275,NA,2000
"303",NA,NA,NA,4.86,75.25,NA,838,"DL","DI",NA,1.64,NA,NA,2.81,NA,293,NA,2001
"304",NA,NA,NA,4.85,76,NA,590,"DL","DI",NA,NA,NA,NA,NA,NA,280,NA,2000
"305",33.5,31,NA,4.83,74.625,9,44304,"DL","DI",8.75,NA,7.37,NA,NA,NA,293,80.5,2020
"306",34,23,110,5.3,76.75,NA,47008,"OL","G",10.25,NA,7.69,4.52,NA,28.5,312,NA,2019
"307",33,NA,107,4.89,75.875,NA,37347,"OL","C",9.625,NA,8.28,4.62,NA,31,303,NA,2019
"308",32,27,NA,4.82,74,NA,48662,"DL","DI",9.625,NA,NA,4.52,NA,NA,313,76.5,2020
"309",NA,NA,NA,4.82,74,NA,633,"DL","DI",NA,NA,NA,NA,NA,NA,293,NA,2000
"310",NA,37,104,5.08,77.625,NA,1388,"OL","T",NA,1.77,7.72,4.57,2.97,31,303,NA,2003
"311",32.875,19,120,4.49,72.5,NA,48327,"WO","WR",9.75,NA,NA,NA,NA,36.5,226,NA,2019
"312",30.25,17,119,4.33,70.25,NA,42683,"WO","WR",9,NA,NA,NA,NA,36.5,187,NA,2019
"313",NA,NA,116,4.69,75.375,NA,3345,"LB","LB",NA,1.66,6.81,4.07,2.76,39,242,NA,2006
"314",NA,NA,NA,4.8,75,NA,1394,"DL","DI",NA,NA,NA,NA,NA,NA,298,NA,2003
"315",32.75,23,NA,4.79,74,NA,28094,"DL","DI",9.625,NA,7.97,5.01,NA,NA,304,77.25,2020
"316",33.625,27,108,NA,77.875,NA,46961,"OL","G",10,NA,7.77,4.69,NA,28,327,NA,2019
"317",34,29,109,NA,76.5,NA,46298,"OL","G",10.25,NA,7.77,4.62,NA,28,310,NA,2019
"318",31.5,32,NA,4.75,73,NA,48988,"DL","DI",9.75,NA,NA,NA,NA,NA,308,74.75,2020
"319",33.5,24,118,4.96,77,NA,29250,"OL","T",10,NA,7.44,4.4,NA,29,315,NA,2019
"320",32.75,NA,NA,NA,75,NA,4963,"DL","DI",8.875,1.96,NA,NA,3.18,NA,330,NA,2009
"321",33,27,108,5.24,74,NA,81532,"OL","G",10.25,1.83,NA,NA,NA,30,327,79.5,2020
"322",NA,25,NA,4.64,76.375,NA,2229,"DL","ED",NA,NA,NA,NA,NA,NA,272,NA,2005
"323",33.5,NA,NA,5.04,75.375,NA,41897,"QB","QB",9.625,NA,NA,NA,NA,28.5,231,NA,2019
"324",35.125,24,NA,NA,77,NA,41665,"OL","T",10,NA,NA,NA,NA,NA,312,NA,2019
"325",33,27,122,4.53,74.375,NA,48297,"WO","WR",9.5,NA,NA,NA,NA,38.5,228,NA,2019
"326",31.375,15,122,4.48,71.25,NA,48274,"WO","WR",10,NA,7.03,4.14,NA,39,214,NA,2019
"327",32.25,11,135,4.31,71.875,NA,47940,"WO","WR",9.5,NA,NA,4.03,NA,40,205,NA,2019
"328",33.25,NA,NA,NA,74,NA,35014,"WO","WR",9.5,NA,NA,NA,NA,NA,225,NA,2019
"329",30.5,NA,NA,NA,69.375,NA,61568,"WO","WR",9,NA,NA,NA,NA,NA,166,NA,2019
"330",NA,NA,NA,NA,74.625,NA,1471,"OL","C",NA,1.8,NA,NA,3.02,NA,297,NA,2003
"331",33.625,26,104,5.21,73.875,NA,41813,"OL","T",9.625,1.85,NA,NA,NA,24.5,314,80.5,2020
"332",35.25,18,128,4.48,77.375,NA,47928,"WO","WR",10.75,NA,NA,NA,NA,36,227,NA,2019
"333",33.125,22,103,5.32,77.25,NA,10804,"OL","G",9.75,1.83,7.88,4.59,3.05,26,306,NA,2016
"334",31.5,18,125,4.35,72.125,NA,48229,"WO","WR",9.125,NA,7.01,4.15,NA,37.5,208,NA,2019
"335",33.125,21,105,5.23,77.125,NA,38554,"OL","G",10.75,NA,7.88,4.81,NA,28,309,NA,2019
"336",32.25,27,101,5.01,72.375,NA,31534,"DL","DI",9.125,NA,7.57,4.62,NA,30.5,324,NA,2019
"337",31.5,NA,112,4.84,74.5,NA,38265,"QB","QB",9.375,NA,7.09,4.28,NA,34,217,NA,2019
"338",32,24,125,4.63,73.125,NA,12666,"LB","LB",9.625,NA,7.21,4.28,NA,37,238,NA,2019
"339",34.5,NA,122,4.58,73.375,NA,50954,"LB","LB",10.125,NA,7.25,4.26,NA,33.5,239,NA,2019
"340",34.875,27,134,4.33,75.375,NA,47864,"WO","WR",9.875,NA,7.38,4.5,NA,40.5,228,NA,2019
"341",NA,29,96,5.35,74.5,NA,3731,"OL","G",NA,1.83,8,4.8,3.06,24.5,302,NA,2007
"342",32.5,NA,NA,NA,73.25,NA,7875,"DL","DI",8.625,1.86,NA,NA,3.09,NA,335,NA,2013
"343",35.125,NA,NA,NA,76.625,NA,7090,"DL","DI",10.25,1.77,NA,NA,3.05,NA,318,NA,2012
"344",33.5,12,140,4.42,75.75,NA,48209,"WO","WR",9.875,NA,6.77,4.07,NA,43.5,220,NA,2019
"345",NA,17,122,4.6,75.75,NA,1129,"LB","LB",NA,1.55,6.86,4.05,2.66,35,242,NA,2002
"346",32.75,NA,NA,NA,73.625,NA,6217,"DL","DI",10.125,1.75,NA,NA,2.96,NA,297,NA,2011
"347",NA,NA,NA,NA,74.375,NA,600,"DL","DI",NA,1.72,NA,NA,2.84,NA,305,NA,2000
"348",NA,25,102,5.4,75.5,NA,3020,"OL","G",NA,1.83,7.82,4.55,3.11,28.5,313,NA,2006
"349",32,23,NA,NA,76.75,NA,45752,"WO","WR",10.25,NA,NA,NA,NA,NA,226,NA,2019
"350",33.125,23,107,5.23,75.25,NA,46808,"OL","G",9.5,NA,7.94,4.83,NA,26,316,NA,2019
"351",31.875,30,116,4.64,74.5,NA,50727,"LB","LB",9.25,NA,6.9,4.03,NA,32.5,237,NA,2019
"352",33,NA,NA,NA,75,NA,7114,"DL","DI",9.875,1.68,NA,NA,2.83,NA,301,NA,2012
"353",33.25,28,97,5.47,78.625,NA,2996,"OL","G",9.5,1.83,7.93,4.66,3.1,26.5,328,NA,2006
"354",32,32,101,5.19,77.375,NA,7095,"OL","G",9,1.84,7.95,4.84,3.04,29.5,313,NA,2012
"355",NA,NA,NA,NA,74.375,NA,671,"DL","DI",NA,1.67,NA,NA,2.8,NA,278,NA,2000
"356",32.875,NA,116,4.73,76,NA,46426,"QB","QB",9.5,NA,7.2,4.2,NA,30.5,213,NA,2019
"357",34.75,21,NA,5.19,75.5,NA,46232,"OL","T",9.625,NA,NA,NA,NA,NA,308,NA,2019
"358",30.75,23,109,4.84,73,NA,6515,"LB","LB",9.875,1.73,6.98,4,2.85,32.5,245,NA,2011
"359",31,22,118,4.52,70.875,NA,51304,"DB","S",9.5,NA,NA,NA,NA,34.5,213,NA,2019
"360",34.75,23,90,5.23,76.625,NA,5056,"OL","G",9.375,1.84,7.59,4.7,3.08,24.5,306,NA,2009
"361",34.75,22,NA,5.2,76.375,NA,36800,"OL","T",9.875,NA,NA,NA,NA,NA,312,NA,2019
"362",29.375,18,NA,NA,68.875,NA,38396,"RB","HB",9.125,NA,NA,NA,NA,NA,200,NA,2019
"363",33.75,32,NA,NA,75.625,NA,69,"DL","DI",10.25,NA,NA,NA,NA,NA,327,NA,1994
"364",31,NA,NA,NA,71.75,NA,33880,"DB","S",9,NA,NA,NA,NA,NA,206,NA,2019
"365",31,NA,NA,NA,71.75,NA,49434,"DB","S",9,NA,NA,NA,NA,NA,187,75.25,2020
"366",33,28,101,5.29,76.75,NA,45376,"OL","G",10.125,NA,7.89,4.7,NA,27.5,305,NA,2019
"367",34.125,NA,112,NA,77.375,NA,41714,"OL","G",9.875,NA,7.66,4.57,NA,NA,308,NA,2019
"368",34,32,NA,NA,76.875,NA,46297,"OL","T",10,NA,NA,NA,NA,NA,312,NA,2019
"369",31.25,30,109,5.16,73,NA,48706,"DL","DI",9.625,NA,NA,NA,NA,31,312,NA,2019
"370",32.5,20,127,4.42,73,NA,48331,"WO","WR",9.625,NA,7.32,4.15,NA,37,214,NA,2019
"371",30.375,NA,NA,NA,69,NA,13701,"PK","K",8.875,NA,NA,NA,NA,NA,213,NA,2019
"372",31.25,30,102,5.1,73,NA,48933,"DL","DI",10.25,NA,8.02,4.95,NA,27,336,NA,2019
"373",32.5,23,NA,NA,74.25,NA,50049,"DL","DI",10.375,NA,NA,NA,NA,NA,305,79,2020
"374",30.5,NA,NA,NA,72,NA,57643,"PK","K",9,NA,NA,NA,NA,NA,232,NA,2019
"375",NA,26,118,4.65,73.75,NA,5556,"DL","ED",9.75,1.67,6.99,4.15,2.75,34.5,255,NA,2010
"376",31,26,119,4.84,73.625,NA,6406,"DL","ED",9.375,1.69,7.06,4.31,2.8,34.5,247,NA,2011
"377",32.5,13,113,4.88,73.25,NA,94,"LB","LB",9.25,1.72,NA,4.65,2.85,30,233,NA,1994
"378",33.5,28,98,5.23,75.5,NA,37070,"OL","G",10.5,1.84,7.83,5.02,NA,26,306,77.875,2020
"379",31.25,32,119,4.87,75.5,NA,35624,"DL","ED",9.5,NA,7.39,NA,NA,32.5,264,77.875,2020
"380",30.875,NA,118,4.66,74.125,NA,49840,"LB","LB",9.375,NA,7.09,4.31,NA,34.5,242,NA,2019
"381",32,NA,110,4.81,74.375,NA,13725,"QB","QB",9.125,NA,7.28,4.33,NA,31,218,NA,2019
"382",31.25,31,105,5.2,76.625,NA,44959,"OL","G",9.75,NA,7.51,4.54,NA,27.5,306,NA,2019
"383",31.375,NA,126,4.57,75.125,NA,43498,"LB","ED",9.5,NA,NA,NA,NA,36,236,76.875,2020
"384",33.5,33,108,5.2,75.625,NA,29244,"OL","G",9.5,NA,7.76,4.95,NA,31,322,NA,2019
"385",32.125,NA,118,4.62,73.25,NA,29466,"QB","QB",9.25,NA,6.65,4.05,NA,33.5,224,NA,2019
"386",31.375,24,120,4.79,76.5,NA,37724,"DL","ED",9.875,NA,6.87,4.34,NA,33.5,251,76.875,2020
"387",NA,23,98,5.24,75.375,NA,4515,"OL","C",NA,1.79,7.4,4.58,3,21,293,NA,2008
"388",32,15,123,4.69,74,NA,50739,"LB","LB",9.625,NA,NA,4.23,NA,39,238,NA,2019
"389",31.5,31,122,4.57,74,NA,51276,"LB","LB",9.75,NA,6.94,4.14,NA,37.5,234,NA,2019
"390",30.875,17,119,4.6,70.5,NA,41662,"DB","S",9.25,NA,6.81,4.08,NA,32,201,74,2020
"391",NA,25,101,5.24,74.625,NA,3676,"OL","C",NA,1.83,7.47,4.29,3.02,33,300,NA,2007
"392",31.5,NA,115,4.71,72.875,NA,5647,"LB","ED",9.75,1.67,7.08,4.23,2.77,36.5,242,NA,2010
"393",31.5,35,114,4.67,73.625,NA,11871,"DL","ED",10.375,1.6,7.46,4.19,2.67,33,261,NA,2017
"394",31.5,NA,NA,NA,73.5,NA,7024,"DL","ED",9.625,1.62,NA,NA,2.63,NA,264,NA,2012
"395",30.875,19,122,4.63,72.375,NA,55775,"DB","S",8.625,NA,NA,NA,NA,36,201,75.5,2020
"396",NA,NA,NA,5.24,74,NA,536,"OL","C",NA,1.84,NA,NA,3.06,NA,298,NA,1999
"397",33.875,19,104,5.3,75.25,NA,40285,"OL","T",10,1.86,7.81,4.68,NA,28,316,79.875,2020
"398",32.125,NA,NA,5.2,75.625,NA,46815,"OL","C",10,NA,7.83,4.7,NA,22.5,307,NA,2019
"399",30.125,18,124,4.5,73.125,NA,35413,"LB","LB",8.75,NA,6.95,4.12,NA,37.5,237,NA,2019
"400",30.875,NA,NA,NA,70.5,NA,51282,"DB","S",9.375,NA,NA,NA,NA,NA,205,NA,2019
"401",32.875,NA,NA,NA,74.125,NA,25449,"LB","LB",9.125,NA,NA,NA,NA,NA,256,79.5,2020
"402",30,NA,NA,4.56,71.625,NA,28080,"DB","CB",9.125,NA,NA,NA,NA,NA,195,74.5,2020
"403",30.75,19,128,4.46,71,NA,11780,"DB","S",9.625,1.54,NA,NA,2.62,35.5,213,NA,2017
"404",30.375,NA,122,4.57,71.625,NA,32989,"DB","CB",8.75,NA,7.07,4.27,NA,35,187,74.875,2020
"405",34.25,19,116,5.27,78,NA,28021,"OL","G",10,NA,NA,4.71,NA,32.5,312,NA,2019
"406",33.75,21,NA,NA,76,NA,41482,"OL","G",9.875,NA,NA,NA,NA,NA,307,NA,2019
"407",33.5,28,101,5.13,75.625,NA,48713,"DL","DI",10.625,NA,NA,4.73,NA,29,307,NA,2019
"408",30,NA,117,4.55,71.375,NA,47946,"WO","WR",9.375,NA,6.96,NA,NA,36.5,184,NA,2019
"409",33.75,15,126,4.58,74.5,NA,48023,"WO","WR",9.5,NA,NA,NA,NA,36.5,215,NA,2019
"410",32.75,22,101,5.08,75.375,NA,48806,"DL","DI",9.125,NA,8.13,5.07,NA,25.5,294,NA,2019
"411",32.25,28,98,5.19,75.625,NA,39527,"DL","DI",8.625,NA,7.97,NA,NA,24.5,296,NA,2019
"412",32.5,NA,98,5.13,74.875,NA,46040,"OL","G",9,NA,7.72,4.78,NA,27.5,307,NA,2019
"413",32.25,17,130,4.57,71,NA,45913,"RB","HB",9.625,NA,7,4.16,NA,36,212,NA,2019
"414",31.25,20,96,5.15,75.125,NA,56503,"DL","DI",9.25,NA,8.01,4.83,NA,24.5,306,NA,2019
"415",33.375,NA,NA,5.23,76.625,NA,27844,"DL","DI",9.625,NA,NA,NA,NA,NA,300,NA,2019
"416",34.375,26,90,5.26,76.5,NA,46335,"OL","G",9.625,NA,NA,NA,NA,NA,320,NA,2019
"417",31.25,25,111,NA,71.375,NA,50932,"LB","LB",10,NA,NA,4.38,NA,31,234,NA,2019
"418",34,25,109,5.18,79.25,NA,46978,"OL","T",9.25,NA,7.85,4.66,NA,27,310,NA,2019
"419",32,24,NA,5.15,74.75,NA,48638,"DL","DI",9.5,NA,7.81,4.77,NA,NA,319,NA,2019
"420",30.75,25,118,4.69,72.375,NA,27832,"DL","ED",8.5,NA,6.75,4.32,NA,31.5,233,NA,2019
"421",30.75,NA,120,4.59,72.25,NA,9573,"LB","LB",9,1.61,6.68,4,2.71,33.5,231,NA,2015
"422",31.5,12,122,4.46,73.25,NA,42338,"WO","WR",9,NA,NA,4.29,NA,36.5,197,NA,2019
"423",NA,NA,115,4.6,73,NA,2231,"LB","LB",NA,1.72,7.09,3.97,2.81,36.5,230,NA,2005
"424",31.625,34,124,4.88,75,NA,7196,"DL","ED",9.5,1.68,7.17,4.25,2.83,35,262,NA,2012
"425",31.75,26,NA,4.83,73.125,NA,50154,"DL","ED",9.625,1.68,7.21,4.28,2.81,31.5,248,NA,2018
"426",NA,25,112,4.75,74.5,NA,2253,"LB","LB",NA,1.68,7.22,3.94,2.78,34.5,241,NA,2005
"427",35.625,NA,109,5.32,77,NA,29038,"OL","T",10.75,NA,8.07,4.75,NA,36,314,NA,2019
"428",30.75,14,124,4.51,72,NA,47882,"WO","WR",10.375,NA,6.88,4.16,NA,38,204,NA,2019
"429",35.375,26,105,5.05,77.5,NA,28394,"OL","T",10,NA,7.88,5.05,NA,28.5,323,NA,2019
"430",31,NA,115,4.57,72.125,NA,32819,"QB","QB",9.125,NA,7.09,4.12,NA,33,202,NA,2019
"431",32.75,11,135,4.39,73,NA,25578,"WO","WR",10,NA,7,4.15,NA,40.5,190,NA,2019
"432",NA,NA,NA,NA,74.25,NA,1473,"WO","WR",NA,1.62,NA,NA,2.7,NA,213,NA,2003
"433",NA,23,120,4.66,75.25,NA,1801,"LB","LB",NA,1.65,6.85,3.93,2.72,34.5,224,NA,2004
"434",32.125,23,102,5.23,74.375,NA,36957,"OL","C",9.75,1.8,7.88,4.76,NA,25.5,304,77.875,2020
"435",34,21,103,5.05,77,NA,25472,"OL","T",10.625,NA,8.34,4.87,NA,29.5,322,NA,2019
"436",NA,19,NA,5.23,76.5,NA,852,"OL","C",NA,1.8,NA,NA,3.03,NA,298,NA,2001
"437",35.125,22,93,5.37,77,NA,59874,"OL","G",10.375,1.84,8.17,5.11,NA,25,331,84.625,2020
"438",NA,16,95,5.4,75.5,NA,890,"OL","G",NA,1.84,7.85,4.69,3.06,26.5,300,NA,2001
"439",NA,NA,101,5.4,76.125,NA,620,"OL","G",NA,1.84,8.15,4.97,3.09,28,322,NA,2000
"440",NA,NA,108,4.71,74.5,NA,1837,"LB","LB",NA,1.64,6.98,3.88,2.73,30.5,244,NA,2004
"441",NA,NA,120,4.52,75.25,NA,2232,"LB","LB",NA,1.63,7.2,3.87,2.72,37.5,242,NA,2005
"442",NA,23,120,4.68,72.375,NA,1102,"LB","LB",NA,1.58,6.71,3.83,2.68,39,243,NA,2002
"443",31.75,NA,116,4.97,72.875,NA,41401,"QB","QB",10.125,NA,7.14,4.45,NA,33.5,225,NA,2019
"444",33.5,NA,NA,NA,74.625,NA,46618,"OL","C",10.375,NA,NA,NA,NA,NA,305,NA,2019
"445",34,20,120,4.79,76.125,NA,9501,"TE","TE",10.25,1.72,7.32,4.57,2.84,30.5,251,NA,2015
"446",33.5,35,101,5.12,74.875,NA,36862,"DL","DI",10.625,NA,7.84,4.84,NA,25.5,305,NA,2019
"447",31.5,16,116,4.89,72.75,NA,34934,"RB","FB",9.625,NA,7.35,4.32,NA,34,242,NA,2019
"448",33,11,115,NA,75.125,NA,48115,"WO","WR",10.125,NA,NA,4.22,NA,36,217,NA,2019
"449",31.25,23,116,4.77,72.75,NA,30076,"LB","LB",9.25,NA,6.88,4.04,NA,31.5,232,NA,2019
"450",31.75,NA,114,4.95,74.75,NA,42826,"DL","ED",10,NA,7.5,4.62,NA,32,257,75.75,2020
"451",33.375,20,NA,5.24,78.25,NA,46801,"OL","G",9.625,NA,NA,NA,NA,NA,309,NA,2019
"452",32,13,118,4.63,73.625,NA,47468,"WO","WR",9.5,NA,7.07,4.23,NA,37,203,NA,2019
"453",30.375,NA,116,4.91,73.625,NA,46487,"QB","QB",9,NA,7.1,4.29,NA,33,210,NA,2019
"454",32.5,29,112,4.74,73.875,NA,46401,"QB","QB",9,NA,7.19,4.44,NA,NA,211,NA,2019
"455",31.25,6,117,4.45,71.875,NA,31572,"WO","WR",9,NA,7.07,4.44,NA,37,190,NA,2019
"456",32,NA,105,5.32,76.125,NA,47058,"OL","C",10,NA,8,4.84,NA,29,299,NA,2019
"457",31.375,14,125,4.57,73.25,NA,50384,"DB","CB",9.75,NA,6.76,4.15,NA,37,202,NA,2019
"458",32.75,NA,NA,NA,77.875,NA,47018,"OL","C",9.375,NA,NA,NA,NA,NA,312,NA,2019
"459",32,14,117,4.57,75.25,NA,34579,"WO","WR",9,NA,6.97,4.28,NA,37.5,211,NA,2019
"460",30.75,17,115,NA,71.75,NA,51172,"DB","S",9,NA,6.82,3.99,NA,35,208,NA,2019
"461",33.375,13,121,4.43,73.375,NA,91479,"WO","WR",9,NA,7,4.22,NA,38,215,NA,2019
"462",NA,NA,102,5.52,77,NA,1941,"OL","G",NA,1.84,7.9,4.74,3.12,26,329,NA,2004
