"","arm_length_in_inches","bench_press_in_reps","broad_jump_in_inches","event_date","fourty_time_in_seconds","height_in_inches","left_hand_size_in_inches","player_id","position","projected_position","right_hand_size_in_inches","ten_time_in_seconds","three_cone_in_seconds","twenty_shuttle_in_seconds","twenty_time_in_seconds","venue_franchise_id","vertical_jump_in_inches","weight_in_pounds","wingspan_in_inches","year"
"200",NA,NA,115,"2020-03-09",4.69,75,NA,44369,"ED","ED",NA,NA,7.26,4.26,NA,NA,32,249,NA,2020
"201",33.375,18,119,"2018-03-09",NA,76.625,NA,21702,"ED","ED",9.625,NA,6.84,4.24,NA,NA,34,253,NA,2018
"202",NA,18,NA,"2020-03-04",NA,74,NA,26885,"ED","ED",NA,NA,NA,NA,NA,NA,NA,250,NA,2020
"203",NA,26,110,"2020-03-04",4.92,70.875,NA,58214,"ED","ED",NA,NA,NA,NA,NA,NA,33.5,230,NA,2020
"204",NA,16,113,"2020-03-04",4.9,71.5,NA,34594,"ED","ED",NA,NA,NA,NA,NA,NA,26,213,NA,2020
"205",NA,18,113,"2020-03-04",5.15,75.75,NA,56889,"ED","ED",NA,NA,NA,NA,NA,NA,37.5,267,NA,2020
"206",NA,NA,111,"2020-03-10",4.89,76,NA,27949,"ED","ED",NA,NA,NA,NA,NA,NA,NA,281,NA,2020
"207",NA,NA,NA,"2020-03-13",NA,75,NA,56835,"DI","DI",NA,NA,NA,NA,NA,NA,NA,268,NA,2020
"208",NA,29,NA,"2020-03-09",NA,76,NA,44385,"DI","DI",NA,NA,NA,NA,NA,NA,NA,290,NA,2020
"209",NA,41,101,"2020-03-04",5.01,73.625,NA,39015,"DI","DI",NA,NA,NA,NA,NA,NA,27.5,288,NA,2020
"210",NA,NA,104,"2020-03-10",5.19,74,NA,43934,"DI","DI",NA,NA,NA,NA,NA,NA,NA,300,NA,2020
"211",32.875,26,108,"2018-03-26",4.98,74.25,NA,48759,"DI","DI",10.25,1.75,7.85,4.69,2.83,NA,33.5,299,NA,2018
"212",32.75,24,111,"2018-03-28",5.13,71.625,NA,48875,"DI","DI",9.25,1.81,7.76,4.75,3,NA,29.5,306,NA,2018
"213",30.25,NA,110,"2021-03-18",4.75,70.25,NA,83174,"CB","CB",9.625,1.66,7.22,4.25,2.78,NA,29.5,180,73.25,2021
"214",32.875,7,120,"2021-03-24",4.62,74,NA,40283,"WR","WR",9.5,1.61,7.13,4.36,2.67,NA,31.5,184,79,2021
"215",30.75,20,120,"2021-03-10",4.53,70,NA,83025,"CB","CB",9.375,1.64,6.95,4.33,2.63,NA,34.5,208,75.25,2021
"216",31.5,15,120,"2015-03-16",4.65,74.25,NA,9994,"LB","LB",9.25,1.64,7.13,4.25,2.68,NA,31,233,74.375,2015
"217",30.375,NA,114,"2021-03-11",4.84,73.125,NA,60555,"QB","QB",9.75,1.71,7.15,4.44,2.68,NA,36.5,220,75.125,2021
"218",31,27,107,"2021-03-21",4.83,71.625,NA,58083,"LB","LB",9.125,1.68,7.23,4.4,2.8,NA,31.5,228,74.875,2021
"219",29.625,NA,113,"2018-03-29",4.71,75.25,NA,26152,"QB","QB",9.375,1.71,NA,4.26,2.76,NA,28.5,210,NA,2018
"220",30.75,19,104,"2019-03-27",5.25,71,NA,24382,"LS","LS",8.875,1.78,NA,NA,3.03,NA,26,NA,NA,2019
"221",33.625,16,118,"2019-03-19",4.85,71,NA,28100,"ED","ED",9.25,1.65,7.44,4.5,2.78,NA,32,NA,NA,2019
"222",NA,23,110,NA,4.57,73.875,NA,10346,"S","S",NA,1.65,6.96,4.48,2.7,NA,31.5,226,NA,2012
"223",30.875,17,107,"2018-03-07",5.31,75.25,NA,27036,"LS","LS",9.25,1.82,7.15,4.8,3.14,NA,27,240,NA,2018
"224",NA,24,NA,"2020-03-02",NA,74,NA,44473,"DI","DI",NA,NA,NA,4.45,NA,NA,NA,295,NA,2020
"225",31.375,15,107,"2021-03-21",5.05,73,NA,39957,"FB","FB",9.25,1.78,7.32,4.54,3.01,NA,31,231,74.75,2021
"226",NA,23,107,NA,5,76.125,NA,2488,"ED","ED",NA,NA,NA,NA,NA,NA,33,279,NA,2005
"227",NA,19,113,NA,5.13,78,NA,7680,"T","T",NA,1.72,7.27,4.65,2.93,NA,34.5,306,NA,2012
"228",NA,20,129,"2019-03-06",4.5,74,NA,26073,"LB","LB",NA,NA,7.02,4.33,NA,NA,34,NA,NA,2019
"229",30.125,NA,123,"2018-03-27",4.53,72.625,NA,26618,"HB","HB",9.375,1.56,NA,4.22,2.69,NA,37,216,NA,2018
"230",30,25,120,NA,4.46,70.875,NA,7361,"HB","HB",8.625,1.47,7.06,4.29,2.59,NA,35.5,213,NA,2012
"231",32,12,128,"2021-03-24",4.61,72.375,NA,83903,"S","S",9.875,1.61,6.87,4.22,2.67,NA,35.5,199,77.25,2021
"232",NA,20,122,NA,4.44,70.125,NA,7436,"S","S",NA,1.59,7.15,4.28,2.58,NA,41,210,NA,2012
"233",NA,14,128,NA,4.57,72.875,NA,7501,"WR","WR",NA,1.56,6.65,4.09,2.5,NA,41.5,190,NA,2012
"234",34.25,23,105,"2021-03-21",5.47,78.125,NA,41644,"T","T",10.125,1.84,7.67,4.92,3.22,NA,26,306,81.5,2021
"235",32.5,18,123,"2018-03-30",4.48,73.875,NA,24904,"LB","LB",8.75,1.6,6.94,4.12,2.69,NA,37,229,NA,2018
"236",32.125,36,106,"2021-03-24",5.1,76.4,NA,57107,"T","T",9.625,1.77,7.65,4.61,2.94,NA,32,308,76.875,2021
"237",31.375,15,124,"2018-03-29",4.65,73,NA,27390,"LB","LB",9.375,1.59,6.87,4.31,2.68,NA,37.5,233,NA,2018
"238",NA,NA,125,NA,4.58,72.375,NA,7315,"WR","WR",NA,1.61,6.94,4.4,2.62,NA,34.5,208,NA,2012
"239",33.5,NA,108,NA,4.72,74.625,NA,7423,"QB","QB",9.75,1.58,7.14,4.42,2.7,NA,29.5,212,NA,2012
"240",31.625,NA,NA,"2018-03-13",NA,70.125,NA,27875,"HB","HB",9.25,NA,7.07,4.45,NA,NA,NA,198,NA,2018
"241",NA,26,117,NA,4.62,66.5,NA,9286,"HB","HB",NA,1.56,7.04,4.22,2.63,NA,33.5,208,NA,2014
"242",32,22,113,"2019-03-21",4.99,76,NA,24760,"DI","DI",9,1.75,7.94,4.86,2.95,NA,35,NA,NA,2019
"243",33.75,17,119,NA,4.72,79,NA,7373,"TE","TE",10.625,1.68,6.99,4.47,2.76,NA,35.5,256,NA,2012
"244",NA,10,123,"2019-03-19",4.42,69,NA,23792,"WR","WR",NA,NA,6.74,4.13,NA,NA,34,NA,NA,2019
"245",31.75,25,109,"2019-03-15",4.99,77,NA,26229,"DI","DI",9.625,1.68,7.5,4.67,2.9,NA,32.5,NA,NA,2019
"246",31.5,18,121,"2021-03-18",4.45,73,NA,52280,"CB","CB",10,1.57,6.69,4.13,2.6,NA,36.5,198,76.875,2021
"247",31.875,31,96,"2019-03-21",5.1,73,NA,27603,"DI","DI",10.25,1.8,NA,NA,2.97,NA,28,NA,NA,2019
"248",34.125,21,118,"2019-03-25",4.81,77,NA,27753,"DI","DI",8.75,1.78,7.45,4.56,2.78,NA,32.5,NA,NA,2019
"249",32.75,25,101,"2018-03-29",5.27,73.5,NA,50036,"DI","DI",9.375,1.81,7.73,4.76,2.91,NA,30,301,NA,2018
"250",33,36,117,"2021-03-11",4.84,77.875,NA,60114,"T","T",10.25,1.68,7.35,4.39,2.67,NA,30,314,80.25,2021
"251",32,30,104,NA,NA,74.5,NA,8858,"DI","DI",10.25,NA,7.27,4.5,NA,NA,31,333,NA,2014
"252",34.75,31,98,NA,5.21,72.25,NA,8885,"DI","DI",9.375,1.8,8.02,4.82,3.02,NA,27.5,306,NA,2014
"253",30.875,12,120,"2021-03-21",4.72,73,NA,56135,"S","S",9.25,1.7,6.94,4.24,2.77,NA,35.5,205,74,2021
"254",NA,NA,121,NA,4.75,77.5,NA,2270,"ED","ED",NA,NA,7.09,4.56,NA,NA,33,254,NA,2005
"255",NA,24,118,NA,4.71,77,NA,2291,"ED","ED",NA,NA,7.33,4.29,NA,NA,37.5,265,NA,2005
"256",32.5,30,105,"2021-03-24",4.97,74.125,NA,56913,"DI","DI",9.375,1.73,7.77,4.83,2.89,NA,30,305,79.375,2021
"257",31.675,NA,NA,"2020-03-24",NA,73.75,NA,42548,"LB","LB",9.75,NA,NA,NA,NA,NA,NA,229,77.5,2020
"258",NA,NA,122,NA,4.6,70.25,NA,3802,"HB","HB",NA,1.53,7.28,4.42,2.7,NA,36,218,NA,2007
"259",30.25,30,NA,"2019-03-20",NA,NA,NA,29648,"P","P",9.25,NA,NA,NA,NA,NA,NA,NA,NA,2019
"260",31.125,NA,112,"2018-03-28",4.68,72.625,NA,28838,"LB","LB",9.5,1.68,7.19,4.28,2.73,NA,34.5,222,NA,2018
"261",32.25,NA,114,"2019-04-04",NA,75,NA,27976,"HB","HB",9.375,NA,NA,4.39,NA,NA,33,212,NA,2019
"262",33.5,22,102,"2019-03-20",5.03,NA,NA,29631,"ED","ED",10,1.79,7.53,4.56,2.88,NA,26.5,NA,NA,2019
"263",32.75,18,114,"2019-04-01",5.25,NA,NA,30663,"ED","ED",9.375,1.83,7.45,4.57,3,NA,29.5,NA,NA,2019
"264",30.625,15,NA,"2018-03-13",NA,71.375,NA,29539,"HB","HB",9.25,NA,NA,NA,NA,NA,NA,199,NA,2018
"265",31.875,19,121,"2018-03-29",4.6,73.375,NA,29456,"LB","LB",9.875,1.66,NA,NA,2.7,NA,35.5,226,NA,2018
"266",30,NA,120,"2019-03-21",4.56,73,NA,28219,"HB","HB",9.375,1.55,6.9,4.14,2.64,NA,34,NA,NA,2019
"267",31.25,22,121,"2019-03-26",4.45,75,NA,29027,"HB","HB",8.75,1.54,7.45,4.6,2.57,NA,32.5,NA,NA,2019
"268",32.75,29,129,NA,4.78,75.625,NA,8204,"DI","DI",9.5,1.62,7.09,4.51,2.67,NA,39.5,286,NA,2013
"269",30,27,110,"2019-03-28",4.76,NA,NA,30806,"HB","HB",9,1.69,7.16,4.35,2.7,NA,29,NA,NA,2019
"270",29.875,22,122,"2019-03-07",4.56,NA,NA,30864,"HB","HB",9.125,1.58,7.41,4.38,2.68,NA,37,NA,NA,2019
"271",NA,18,105,NA,5.2,76,NA,8387,"DI","DI",NA,1.78,8.06,4.77,2.94,NA,34,328,NA,2013
"272",NA,18,110,NA,4.7,77.125,NA,7324,"TE","TE",NA,1.62,7.1,4.6,2.68,NA,32.5,242,NA,2012
"273",34.125,NA,107,"2019-03-14",5.29,77.375,NA,46233,"T","T",10.25,1.86,NA,NA,3.01,NA,24,303,NA,2019
"274",NA,15,130,NA,4.46,69.5,NA,9047,"HB","HB",NA,1.51,7.08,4.4,2.51,NA,41,204,NA,2014
"275",NA,18,NA,NA,NA,73.5,NA,2271,"HB","HB",NA,NA,NA,NA,NA,NA,NA,246,NA,2005
"276",33.75,24,111,"2021-03-18",5.3,79.5,NA,52287,"T","T",10.125,1.82,7.44,4.59,3.05,NA,29.5,313,81.75,2021
"277",NA,22,105,NA,5.25,74.5,NA,7460,"G","G",NA,1.88,7.94,5.03,2.98,NA,26.5,308,NA,2012
"278",NA,24,114,NA,4.65,71.375,NA,7442,"S","S",NA,1.62,6.85,4.24,2.68,NA,33.5,210,NA,2012
"279",32.25,17,98,"2021-03-19",5.13,72.625,NA,43977,"DI","DI",9.125,1.71,7.9,4.87,3,NA,26,278,77.125,2021
"280",NA,20,123,NA,4.54,66.875,NA,9006,"HB","HB",NA,1.55,7.07,4.54,2.69,NA,39.5,209,NA,2014
"281",31.5,NA,NA,"2021-03-11",NA,75.875,NA,91399,"QB","QB",9.125,NA,NA,NA,NA,NA,NA,224,76.75,2021
"282",NA,24,122,NA,4.53,68.875,NA,9244,"HB","HB",NA,1.59,6.59,4.1,2.56,NA,35.5,204,NA,2014
"283",31.5,19,92,"2020-03-04",5.69,76.125,NA,37180,"G","G",9.75,NA,8.4,5.21,NA,NA,23.5,332,79.75,2020
"284",NA,19,112,NA,5,75.875,NA,5396,"DI","DI",NA,1.72,7.47,4.48,2.82,NA,32.5,282,NA,2009
"285",NA,NA,NA,"2020-03-02",4.55,71,NA,50354,"CB","CB",NA,NA,NA,NA,NA,NA,35.5,183,NA,2020
"286",32.5,NA,NA,"2018-03-09",4.52,71.5,NA,34455,"HB","HB",9.75,1.63,NA,NA,2.66,NA,NA,213,NA,2018
"287",NA,NA,NA,"2020-03-18",NA,73.75,NA,35774,"LB","LB",NA,NA,NA,NA,NA,NA,NA,235,NA,2020
"288",NA,18,123,NA,4.72,74.5,NA,6633,"LB","LB",NA,1.57,7.07,4.34,2.72,NA,37.5,250,NA,2011
"289",NA,NA,117,"2020-03-02",NA,72,NA,76759,"CB","CB",NA,NA,NA,NA,NA,NA,NA,181,NA,2020
"290",NA,15,130,NA,4.46,70.25,NA,6577,"CB","CB",NA,1.53,6.71,4.2,2.52,NA,40.5,189,NA,2011
"291",30.5,NA,124,"2020-03-05",4.61,71.375,NA,55610,"CB","CB",8.875,1.62,7.06,4.12,2.68,NA,33.5,188,74.75,2020
"292",31,12,120,"2020-03-05",4.5,70,NA,76621,"CB","CB",8.5,1.56,7.14,4.15,2.56,NA,31.5,177,74.25,2020
"293",31.875,12,116,"2020-03-05",4.46,74,NA,34449,"CB","CB",8.125,NA,7.22,4.16,NA,NA,36,196,76.5,2020
"294",30.75,NA,NA,"2018-03-14",NA,70.625,NA,28495,"CB","CB",9.25,NA,6.84,4.08,NA,NA,36.5,200,NA,2018
"295",33.625,17,NA,"2019-03-19",NA,76.5,NA,28307,"ED","ED",10.125,NA,NA,NA,NA,NA,NA,254,NA,2019
"296",NA,8,120,"2020-03-09",4.43,73,NA,55761,"CB","CB",NA,NA,6.87,NA,NA,NA,33,196,NA,2020
"297",NA,18,NA,"2020-03-10",NA,71,NA,50388,"CB","CB",NA,NA,NA,NA,NA,NA,NA,190,NA,2020
"298",NA,17,NA,"2020-03-10",4.4,70,NA,43958,"CB","CB",NA,NA,NA,NA,NA,NA,38,190,NA,2020
"299",NA,NA,NA,"2020-03-10",4.55,74,NA,34671,"CB","CB",NA,NA,7.01,4.21,NA,NA,NA,205,NA,2020
"300",31.875,20,93,"2021-03-19",5.49,75.125,NA,98656,"G","G",10,1.83,8.2,5.02,3.09,NA,24,319,78.125,2021
"301",27.375,10,110,"2019-03-26",4.75,NA,NA,33392,"P","P",9,1.65,7,4.45,2.7,NA,32,NA,NA,2019
"302",32,17,117,"2019-03-26",4.85,NA,NA,35938,"ED","ED",10,1.7,7.38,4.43,2.77,NA,35,NA,NA,2019
"303",30,17,125,"2019-03-13",4.79,NA,NA,34861,"LS","LS",9.375,1.71,7.37,4.29,2.76,NA,39,NA,NA,2019
"304",32.75,NA,115,"2019-03-12",4.96,NA,NA,35991,"ED","ED",9.625,1.64,7.25,4.63,2.78,NA,33,NA,NA,2019
"305",NA,18,104,NA,4.99,76.75,NA,7614,"DI","DI",NA,1.77,7.48,4.53,2.9,NA,28,266,NA,2011
"306",31,NA,NA,"2018-04-04",4.61,71.625,NA,13014,"HB","HB",9.375,1.67,7.2,4.33,2.68,NA,NA,225,NA,2018
"307",NA,22,116,NA,4.53,72.875,NA,9391,"S","S",NA,1.56,7.14,4.15,2.57,NA,36,217,NA,2011
"308",32,22,108,"2019-03-19",5.07,NA,NA,36485,"LS","LS",9.25,1.77,8.09,5.12,3.03,NA,24.5,NA,NA,2019
"309",32,25,108,NA,5.23,74.5,NA,9032,"TE","TE",9.5,1.87,7.35,4.8,2.94,NA,29.5,302,NA,2011
"310",NA,22,129,NA,4.7,72.625,NA,6989,"LB","LB",NA,1.64,6.73,4.14,2.7,NA,36.5,240,NA,2011
"311",32.625,16,120,"2021-03-26",4.61,73.375,NA,40630,"TE","TE",9.375,NA,7.05,4.35,NA,NA,36.5,241,77.625,2021
"312",31.375,NA,120,NA,4.46,72.25,NA,11844,"HB","HB",10.125,1.63,7.21,4.29,2.57,NA,33,233,NA,2017
"313",32.375,NA,125,"2019-03-22",4.41,NA,NA,35771,"LB","LB",9.25,1.56,NA,NA,2.58,NA,31,NA,NA,2019
"314",33.5,NA,122,"2019-03-29",4.59,76.75,NA,35883,"TE","TE",9.75,1.57,7.02,4.31,2.66,NA,34,254,NA,2019
"315",27.875,25,113,"2019-03-20",4.47,NA,NA,34388,"HB","HB",8.75,1.6,6.72,4.27,2.53,NA,31,NA,NA,2019
"316",30.375,25,139,"2018-03-19",4.44,69.875,NA,31615,"HB","HB",9.5,1.6,6.95,4.38,2.58,NA,42,206,NA,2018
"317",34.375,NA,90,"2020-03-05",NA,76,NA,46149,"G","G",10.375,NA,8.5,5.11,NA,NA,30,348,84.5,2020
"318",NA,26,112,NA,4.89,70.875,NA,6564,"FB","FB",NA,1.65,7.26,4.66,2.8,NA,32,226,NA,2011
"319",33.875,20,96,"2020-03-05",5.57,76.375,NA,46314,"G","G",9.5,NA,8.41,5.22,NA,NA,22,332,79.25,2020
"320",NA,25,99,"2020-03-06",5.22,75.5,NA,37373,"G","G",NA,NA,NA,NA,NA,NA,24.5,307,NA,2020
"321",NA,NA,NA,"2021-03-24",NA,72.5,NA,45021,"K","K",NA,NA,NA,NA,NA,NA,NA,200,NA,2021
"322",NA,20,101,"2020-03-06",5.37,75.875,NA,25577,"G","G",NA,NA,NA,NA,NA,NA,28.5,318,NA,2020
"323",33.625,NA,NA,"2020-03-10",NA,76,NA,46187,"G","G",NA,NA,NA,NA,NA,NA,NA,315,NA,2020
"324",NA,35,105,"2020-03-11",5.25,76,NA,25521,"G","G",NA,NA,7.57,4.77,NA,NA,29,304,NA,2020
"325",31,NA,114,"2018-03-19",4.48,71,NA,34001,"HB","HB",8.75,1.64,7.14,4.26,2.58,NA,36.5,205,NA,2018
"326",33.5,17,115,"2019-03-06",4.68,NA,NA,36340,"ED","ED",9.75,1.65,7.44,4.77,2.72,NA,32.5,NA,NA,2019
"327",NA,23,NA,"2020-03-04",NA,74,NA,26938,"DI","DI",NA,NA,NA,NA,NA,NA,NA,311,NA,2020
"328",31.375,26,NA,"2019-03-12",NA,NA,NA,36240,"DI","DI",9.5,NA,NA,NA,NA,NA,NA,NA,NA,2019
"329",NA,27,100,NA,5.12,73.5,NA,4319,"DI","DI",NA,1.74,7.52,4.8,2.98,NA,25.5,297,NA,2008
"330",NA,22,NA,NA,4.78,73.875,NA,2345,"ED","ED",NA,NA,NA,NA,NA,NA,NA,273,NA,2005
"331",NA,26,115,NA,4.96,76.875,NA,2397,"ED","ED",NA,NA,7.5,4.52,NA,NA,35,276,NA,2005
"332",32.75,28,113,"2019-03-20",5.08,NA,NA,36434,"DI","DI",9.75,1.68,NA,4.56,2.81,NA,35,NA,NA,2019
"333",33.375,21,97,"2019-03-13",5.13,NA,NA,36551,"DI","DI",10.125,1.76,7.42,4.47,2.96,NA,30.5,NA,NA,2019
"334",31.875,36,116,"2018-03-26",4.73,72.5,NA,31211,"DI","DI",9.875,1.7,7.92,4.77,2.78,NA,38,308,NA,2018
"335",NA,15,126,"2020-03-10",4.56,72,NA,50539,"CB","CB",NA,NA,NA,NA,NA,NA,39,205,NA,2020
"336",NA,NA,NA,"2021-03-24",NA,69.625,NA,62783,"K","K",NA,NA,NA,NA,NA,NA,NA,190,NA,2021
"337",34,24,113,"2021-03-12",5.16,77,NA,30551,"T","T",9.125,1.76,7.27,4.53,3.01,NA,32,304,80.25,2021
"338",31.625,16,120,"2021-03-18",4.42,75,NA,84424,"WR","WR",10.25,1.59,6.86,4.23,2.62,NA,34.5,222,76.875,2021
"339",30.75,7,119,"2021-03-21",4.47,71.5,NA,42322,"WR","WR",9.125,1.61,6.78,4.16,2.63,NA,35,192,71.75,2021
"340",32,17,110,"2021-03-26",5.13,76.125,NA,44692,"LS","LS",9.375,NA,7.57,4.58,NA,NA,33,239,74.875,2021
"341",29.875,12,121,"2021-03-29",4.59,70.125,NA,61510,"WR","WR",9,NA,7.38,4.38,NA,NA,34,190,72.75,2021
"342",31,35,105,"2021-03-26",5.02,75,NA,52000,"DI","DI",9.625,NA,7.82,4.6,NA,NA,28,320,79,2021
"343",31.625,15,115,"2021-03-29",4.57,75,NA,60878,"TE","TE",9.25,NA,6.83,4.37,NA,NA,35,240,78.25,2021
"344",33.125,28,115,"2021-03-29",4.87,73.375,NA,56347,"ED","ED",9.5,NA,7.25,4.35,NA,NA,34.5,262,80.125,2021
"345",NA,30,100,NA,5.37,74.125,NA,6727,"G","G",NA,1.88,8.23,4.73,3,NA,27.5,294,NA,2011
"346",31.375,NA,NA,"2018-03-17",4.64,69.875,NA,34761,"HB","HB",9.375,1.58,NA,4.22,2.69,NA,NA,216,NA,2018
"347",30.25,18,111,"2019-03-20",5.03,NA,NA,39090,"LS","LS",9.75,1.74,7.2,4.44,2.88,NA,30,NA,NA,2019
"348",29.875,27,122,"2019-03-22",4.63,NA,NA,38268,"LB","LB",9.375,1.63,7,4.14,2.7,NA,37.5,NA,NA,2019
"349",30.625,16,115,"2019-03-21",4.81,NA,NA,38548,"LB","LB",9.5,1.64,7.41,4.32,2.76,NA,33,NA,NA,2019
"350",31.25,19,124,"2019-03-06",4.76,NA,NA,38864,"LB","LB",10,1.65,6.95,4.29,2.68,NA,36.5,NA,NA,2019
"351",30.375,NA,NA,"2019-03-22",4.74,71.125,NA,35314,"HB","HB",8.25,NA,NA,NA,NA,NA,NA,209,NA,2019
"352",30.5,NA,NA,"2018-03-10",4.65,70.75,NA,45861,"HB","HB",9.25,1.59,7.16,4.35,2.7,NA,NA,215,NA,2018
"353",NA,17,119,"2019-03-13",4.58,NA,NA,39043,"LB","LB",NA,NA,7.19,4.35,NA,NA,38,NA,NA,2019
"354",32.125,NA,132,"2021-03-12",4.59,74,NA,61148,"WR","WR",9.375,1.56,7.04,4.38,2.7,NA,39,210,79.5,2021
"355",31.25,30,122,"2018-03-29",4.63,72,NA,38526,"LB","LB",9.625,1.63,7.05,4.46,2.7,NA,33.5,229,NA,2018
"356",NA,20,NA,"2019-03-26",NA,73,NA,38844,"HB","HB",NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"357",32.5,15,124,"2019-03-06",4.95,NA,NA,37171,"ED","ED",9.25,1.75,7.21,4.42,2.88,105,36,NA,NA,2019
"358",31.5,NA,NA,"2019-03-20",NA,72.625,NA,45934,"HB","HB",9.625,NA,7.02,4.13,NA,NA,NA,228,NA,2019
"359",30.25,16,121,"2019-03-26",4.55,NA,NA,39668,"HB","HB",9.25,1.59,7.28,4.31,2.54,NA,33.5,NA,NA,2019
"360",29.875,21,121,"2018-03-22",4.4,66.75,NA,39462,"HB","HB",9.375,1.58,6.67,4.15,2.57,NA,38.5,195,NA,2018
"361",33,14,NA,"2019-03-19",NA,76.25,NA,38305,"TE","TE",9.75,NA,NA,NA,NA,NA,NA,240,NA,2019
"362",NA,23,134,NA,4.38,79,NA,37468,"ED","ED",NA,NA,7.09,4.31,NA,NA,41.5,NA,NA,2019
"363",32.5,24,113,"2019-03-11",4.69,NA,NA,39094,"ED","ED",9.5,1.61,7.33,4.59,2.72,NA,30,NA,NA,2019
"364",34,NA,NA,"2019-03-25",4.68,76.125,NA,39967,"WR","WR",9.75,NA,NA,NA,NA,NA,NA,206,NA,2019
"365",30,NA,118,"2018-03-27",4.56,69.625,NA,45996,"HB","HB",9.25,1.63,7,4.45,2.64,NA,NA,202,NA,2018
"366",32.5,19,101,"2020-03-04",5.23,74.125,NA,43573,"DI","DI",9.375,NA,7.24,4.79,NA,NA,26.5,295,77.625,2020
"367",31.5,24,97,"2019-03-14",5.31,NA,NA,37161,"DI","DI",9.375,1.75,8.19,4.78,3,NA,23.5,NA,NA,2019
"368",NA,NA,NA,NA,4.73,76.25,NA,2403,"ED","ED",NA,NA,8.3,4.44,NA,NA,34.5,262,NA,2005
"369",33.375,21,110,"2019-03-06",4.93,NA,NA,37279,"DI","DI",9.75,1.75,7.4,4.66,2.88,NA,28,NA,NA,2019
"370",NA,NA,115,NA,4.59,77.75,NA,1963,"ED","ED",NA,NA,7.18,4.22,NA,NA,36.5,255,NA,2004
"371",NA,NA,NA,NA,4.58,74.625,NA,1748,"ED","ED",NA,NA,NA,NA,NA,NA,NA,260,NA,2004
"372",32.25,22,NA,NA,NA,73.25,NA,4324,"LB","LB",9.875,NA,NA,NA,NA,NA,40.5,242,NA,2008
"373",32.25,17,NA,"2018-03-15",NA,76.625,NA,38897,"T","T",10.75,NA,NA,NA,NA,NA,NA,309,NA,2018
"374",32.875,22,89,"2019-03-11",5.42,NA,NA,37329,"DI","DI",9.75,1.84,8.1,4.88,3.09,NA,27.5,NA,NA,2019
"375",NA,20,NA,"2019-03-15",5.55,NA,NA,38461,"DI","DI",NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"376",NA,24,113,"2019-03-06",5.01,78,NA,38524,"DI","DI",NA,NA,7.63,4.57,NA,NA,33.5,NA,NA,2019
"377",NA,26,110,"2019-03-06",5,NA,NA,38540,"DI","DI",NA,1.82,7.5,4.84,2.93,NA,30.5,NA,NA,2019
"378",35.5,24,115,"2018-03-19",5.03,77,NA,38557,"DI","DI",9.75,1.87,7.9,5,2.92,NA,36,287,NA,2018
"379",NA,NA,120,"2020-03-10",NA,73,NA,49470,"CB","CB",NA,NA,NA,NA,NA,NA,NA,187,NA,2020
"380",NA,16,110,"2020-03-11",4.82,70,NA,83137,"CB","CB",NA,NA,7.25,4.13,NA,NA,31,200,NA,2020
"381",NA,12,116,"2021-03-23",4.57,69,NA,54370,"CB","CB",NA,NA,NA,4.32,NA,NA,33,191,NA,2021
"382",32,NA,102,"2021-03-15",NA,73.125,NA,58320,"LS","LS",10,NA,7.54,4.65,NA,NA,NA,237,78,2021
"383",31.625,22,117,"2021-03-18",4.6,75,NA,42871,"LB","LB",10,1.64,7.02,4.22,2.7,NA,37.5,236,77.5,2021
"384",32.125,11,119,"2021-03-21",4.78,73.5,NA,41212,"WR","WR",9.25,1.65,6.78,4.2,2.78,NA,34.5,204,79,2021
"385",30.25,NA,110,"2021-03-05",5.13,72.25,NA,22901,"LS","LS",9.25,1.76,7.65,4.65,2.94,NA,31.5,233,75.25,2021
"386",NA,26,112,NA,4.69,73.875,NA,7639,"FB","FB",NA,1.57,7,4.29,2.73,NA,33.5,240,NA,2011
"387",NA,19,118,NA,4.82,74.625,NA,5786,"ED","ED",NA,1.68,7.5,4.6,2.82,NA,32,250,NA,2010
"388",33.75,NA,122,"2018-03-20",4.51,73.75,NA,45662,"HB","HB",9.25,1.59,6.78,NA,2.58,NA,34,215,NA,2018
"389",NA,23,117,NA,4.48,68.125,NA,5805,"S","S",NA,1.55,6.78,4.27,2.59,NA,35.5,198,NA,2010
"390",31,NA,NA,"2019-03-26",4.58,70.125,NA,45719,"HB","HB",9.375,1.63,7.12,4.23,2.69,NA,33.5,222,NA,2019
"391",33.375,28,108,NA,5.1,76.75,NA,5163,"G","G",11,1.69,7.4,4.66,2.97,NA,27,305,NA,2009
"392",33.125,27,119,"2019-03-13",4.79,NA,NA,43527,"LB","LB",10.125,1.7,7.33,4.4,2.7,NA,30.5,NA,NA,2019
"393",32.75,NA,NA,"2018-03-14",4.44,73.5,NA,45741,"HB","HB",9.5,1.57,NA,4.2,2.59,NA,37,228,NA,2018
"394",31.125,NA,NA,"2018-03-08",NA,69.125,NA,45851,"HB","HB",9,NA,7.07,4.28,NA,NA,NA,205,NA,2018
"395",32.5,26,97,"2021-03-17",5.45,76,NA,41946,"G","G",9.875,1.76,8.06,5.03,3.16,NA,27,310,77.75,2021
"396",32.125,NA,NA,"2019-03-18",4.7,72,NA,45940,"HB","HB",9.375,1.64,NA,NA,2.64,NA,NA,227,NA,2019
